func_name,sample_id,qwen3-4B_ires,qwen3-8B_ires,doubao-embedding-vision-251215_ires
SourceTreeManager.getSourceTree,201,0.8389579630819166,0.887017460704606,0.7872891979412702
ByteVector.getBytes,224,0.4699820798052978,0.5160825961036817,0.46269194316535106
SubstructureFingerprinter.setSmarts,232,0.9684375235698492,0.9555808345848169,0.9339675365860232
IdentityTemplateLibrary.encodeCoordinates,223,0.909283021205733,0.9245433829118576,0.8181309469577885
FindDialog.getJPanel1,220,0.9946503069043898,0.9956894690610899,0.9890696962329715
LabelAwareUimaSentenceIterator.currentLabel,227,0.718237027764675,0.7312988366236871,0.6232776252524269
Convert.toSBC,212,0.9452644066950544,0.9566108121757801,0.9360046162815866
DenseFlowPyramidBase.interpolateFlowScale,229,0.8276790655917535,0.8325973836247537,0.7100096535852704
KeyedStream.validateKeyTypeIsHashable,187,0.7571200006545812,0.7601057330711045,0.7208885290703735
MandatoryWarningHandler.reportDeferredDiagnostic,221,0.8615026146453983,0.8596516251262554,0.7682676038992277
TagletManager.initCustomTaglets,219,0.952359609474627,0.9531256737982441,0.8237140983706188
ObjectOutputStream.writeClassDesc,203,0.9417416218178513,0.9645609703072521,0.8852433453994484
JavacParser.annotationValue,235,0.8345007242744047,0.8396412599145237,0.7725337319830177
MathUtils.xVals,236,0.9553121026604653,0.9609658767937593,0.8935456623066014
DBOutputFormat.getRecordWriter,237,0.9286967660980563,0.9555866943010171,0.8644166232749878
Instance.allocateSimpleSlot,191,0.9593661872110139,0.9603453751543801,0.9473625786211504
ClassPathResource.initUrl,233,0.8051071785372474,0.7599118324136919,0.7033554764099099
MAMatrix.dot,225,0.9817022733446349,0.982437776367145,0.9344153950246064
IntegralImageOps.convolve,226,0.9948294262570958,0.994266764116578,0.9963024098034079
CmsHistoryProject.getPublishedByName,75,0.8490577694011202,0.8767607215205243,0.8936588067444833
CacheUtil.getPrefixedCacheName,173,0.8856997495883989,0.8733494791449595,0.8927140347016148
MapKeyLoaderUtil.getMaxSizePerNode,197,0.8515502824824123,0.8813002113042363,0.7814254969628162
AggregateOperationFactory.createResolvedWindow,123,0.9096074059277596,0.9451671192569684,0.8881187202934336
OrientationHistogramSift.computeHistogram,126,0.8079708766183205,0.8524410817484943,0.7015776785551472
CassandraOutputFormatBase.open,174,0.8644804859341596,0.8758252171185219,0.8372006852002278
CmsFileExplorer.onClickNew,238,0.9295574370990178,0.937696739271622,0.8582561956941309
Group.addEnumeration,108,0.8393906016280293,0.8810736442154701,0.7888980358275659
ExpressionUtils.transformBinaryConstantExpression,205,0.834658952440156,0.8849450695781749,0.8271114171763685
SegmentSlic.perturbCenter,188,0.9326719687189061,0.9240487347867238,0.8684481314931225
GeneralPurposeFFT_F32_1D.realForwardFull,68,0.9129449581900594,0.9392602044254065,0.8603667891283501
CDMNode.unwrap,242,0.9280370875373191,0.8954176318106983,0.8815503312319843
DSequence.externalize,251,0.8370202696304553,0.8416113901396737,0.7742066660684561
AddOnInstaller.getFilesSafeForUninstall,195,0.8984506667162405,0.9114699294391704,0.830119275514957
Broadcast.add,14,0.9969859389202365,0.996735572128567,0.9814994498473014
ConfigValidator.checkAndLogPropertyDeprecated,194,0.885849481310986,0.8675997410723535,0.8706993885793732
AntlrParserPlugin.mapExpression,98,0.8583389274439915,0.8815751554926602,0.7375579370870974
Expression.error,222,0.9815076387546123,0.9810720824037723,0.9510666299856317
GroovyCollections.subsequences,252,0.9208975233191876,0.9166133756727715,0.7937859706335927
CmsRemoteShellClient.executeCommand,184,0.9153474952252116,0.8350316856900865,0.8551119360757271
Config.addEventJournalConfig,245,0.8815738101294417,0.9279501469877127,0.9088844772326307
NetUtils.getIPv6UrlRepresentation,215,0.8154850403144873,0.8802592041837687,0.7237357529535947
ExtensionAuthentication.getAuthenticationMethodTypeForIdentifier,196,0.9909295854730097,0.9884599403706833,0.98389007102589
Navigation.wantRotate,250,0.7446308674189955,0.7663438717276018,0.7813578574920864
FPGrowth.run,60,0.9613383541161422,0.905026735656447,0.8475799201393256
StatisticsEditsVisitor.visit,182,0.8579434115995498,0.898929118662804,0.8298091217121676
MLLibUtil.toClassifierPrediction,213,0.9491266788411622,0.9614533305817691,0.8213868158834425
ExceptionProxy.checkAndThrowException,171,0.657292571035492,0.712456459923529,0.6706394000280693
CameraPlaneProjection.setIntrinsic,204,0.9044630800784949,0.8283701439692681,0.7951443178733725
AbstractIndexWriter.addDescription,200,0.9118969920004791,0.9479927735581147,0.8749591018362016
NormalizedKeySorter.readPointer,255,0.9082820996911777,0.9103953733706098,0.8130155452107278
URI.removeFragmentIdentifier,254,0.9176669132753811,0.9247197357708579,0.8399394098978756
DataDescriptorTreeConstructor.replicate,175,0.8056797280575009,0.7756114484586485,0.6989193882089137
ArrayUtil.setOrAppend,261,0.899899834273865,0.9424442753277636,0.849624021744618
GDiscreteFourierTransformOps.phase,257,0.9983295975952378,0.9985600027044222,0.9959164993097059
LocalDate.atStartOfDay,272,0.9208776403230775,0.9337443202914009,0.8574612301636215
UtilLepetitEPnP.jacobian_Control4,246,0.9999237215620531,0.999947396516547,0.9999999999999998
Calendar.setTimeZone,271,0.7772659431985437,0.7622248535647084,0.6002623085751175
DefaultConvention.findCoordinateName,240,0.9646588807633507,0.9582623451343737,0.9437002516581687
View.showSessionDialog,230,0.9056870603314658,0.9138293919296201,0.910600995293286
InternalPartitionServiceImpl.updatePartitionsAndFinalizeMigrations,169,0.8643172387414032,0.8733484645120483,0.7740672519644206
JsonSlurper.parse,243,0.8302472260345591,0.8067701257315193,0.670385502636705
BinaryExternalSorter.close,256,0.819196389276791,0.808437838363171,0.8255031194572449
CmsPublishEngine.checkCurrentPublishJobThread,207,0.9335458523296485,0.9124856882085831,0.8657432213112662
AbstractParamDialog.getBtnOK,241,0.9598870456274868,0.9625088371119215,0.8946445226611517
LoggingUtil.exception,248,0.9998868442231383,0.999866169608896,0.9982426796878622
DisparityToColorPointCloud.configure,193,0.887866253222626,0.9260429292645332,0.8287577052497692
CardinalityEstimatorContainer.merge,249,0.9411149096820287,0.9023952865822461,0.8852308359660412
DeprecatedListWriter.generateDeprecatedListFile,262,0.8592478524213312,0.8834944986953336,0.810670475702241
ProcfsBasedProcessTree.getCumulativeCpuTime,268,0.9181091882332694,0.9321027605905793,0.8239489836747146
DataSet.leftOuterJoin,260,0.9998871933524244,0.9998840075012976,0.9990853633949057
Extension.encode,258,0.9578380965651411,0.9556960960562234,0.9124984501913074
AbstractNode.addLeafEntry,185,0.9998997939249046,0.9998689539157549,0.9984068746595335
QueueContainer.offerBackup,273,0.9998595321603788,0.9999243615823054,0.9987976228218669
DapSerializer.writeAtomicVariable,217,0.9070177734919395,0.8946466967992668,0.9174723576285077
BinaryImageOps.clusterToBinary,239,0.974920871508285,0.9592355611477915,0.9362900890008446
SearchIterator.previous,247,0.9594739536402105,0.9408891636281045,0.9191822902769756
RuleBasedTransliterator.safeClone,263,0.9709835791315179,0.9819521847285493,0.9350441540451687
KeyUtil.getAlgorithmAfterWith,264,0.9544923167342789,0.9490930466995361,0.8325578588437488
ExecutionJobVertex.connectToPredecessors,253,0.8925483342674642,0.8475785981674748,0.7580604688900212
HydrogenAtom.matches,285,0.8335155632057941,0.8635640579204019,0.7385310733735602
FsStateBackend.createCheckpointStorage,283,0.9308475680041668,0.9004674824246772,0.8338344189420839
VersionCheck.checkVersions,209,0.8486452934831152,0.8305547120322874,0.7613837551851005
FindDialog.getBtnCancel,267,0.9819120492012051,0.9883885936392504,0.9719368664533209
JShellTool.printEvalException,289,0.8460625303496787,0.8691334950031526,0.7557073949307324
CmsXmlGroupContainer.fillResource,266,0.834418323018626,0.8376366820395634,0.8083862294757107
JobTracker.getReasonForBlackList,218,0.894604684803822,0.9173063682759334,0.8366016236913699
PoissonDistribution.rawProbability,295,0.9267589856693239,0.9407614333466959,0.9231023802386206
ClassUseWriter.getClassUseHeader,228,0.9681818283097398,0.9542587057539974,0.938376339964353
HttpMessage.setResponseBody,304,0.9668479840403513,0.9639363219096531,0.8977122081134119
AkkaRpcActor.handleCallAsync,296,0.8699375572214232,0.9113045400993167,0.810437431107746
BaseLevel2.ger,284,0.9923461478355207,0.9891715078709027,0.9894653420751429
CmsEntityBackend.createFromNativeWrapper,259,0.9010648529520944,0.9191621737289888,0.827660813430357
ClassLoaderUtil.getOrCreate,311,0.8667049226014365,0.8289297355930454,0.7754572400363787
CmsUploadBean.createListener,276,0.9646416718400483,0.9770112675000074,0.9477049254415264
QueryOptimizerFactory.newOptimizer,291,0.8905502339308592,0.927128238878145,0.8470455783827938
CmsDefaultWorkflowManager.getLabel,279,0.9546164184616152,0.9105446520210249,0.87621863616286
ForkJoinPool.tryCompensate,288,0.7885307112876733,0.8186841648720788,0.7139906863576861
HttpBody.setLength,298,0.9735375552750111,0.9678392746170682,0.9308229933065665
Util.mixHashCodes,293,0.8974628870545597,0.914561846121603,0.8908461397763761
GaliosFieldOps.divide,234,0.9795262544859337,0.9839979258628687,0.9670981696791207
BackoffIdleStrategy.createBackoffIdleStrategy,292,0.9440910394700058,0.9515938049562057,0.9105925042433088
MACCSFingerprinter.createPattern,307,0.9160048209457959,0.9058387729844116,0.8514961289996916
QueryUtil.getSimilarityQuery,269,0.966435564107045,0.9759071480226317,0.9604690708458846
RodriguesRotationJacobian_F32.process,231,0.93292677633039,0.9384930447292732,0.894897147616866
ClientConfig.setFlakeIdGeneratorConfigMap,282,0.997566111537935,0.9979123539908515,0.9931536594695319
INode.compareTo,306,0.9167171418291465,0.9312117067477759,0.8307072964903137
CmsVfsDriver.internalReadParentId,286,0.9255801279216378,0.9077608354390466,0.8360901565931104
OfflineEditsViewer.go,317,0.8496610396555729,0.7725485806480035,0.7582383183521869
CmsFunctionRenderer.defaultHtml,310,0.7633551702683273,0.7803569241478049,0.7663673564753959
DifferentialFunction.getValue,323,0.8556761982589544,0.8521074855697818,0.8159120475244043
BinaryHashTable.spillPartition,299,0.9129867448346962,0.9162401927844297,0.8314097373597453
SceneStructureMetric.getUnknownCameraParameterCount,331,0.9562506987255956,0.9442016666483417,0.9487045630328753
ComputationGraph.initGradientsView,270,0.9083341977846746,0.9084916250010234,0.8765548704101863
MatchingPointConfigPatternMatcher.getMatchingPoint,308,0.983511800698922,0.9686290525396671,0.9700744955509285
Validator.validateEmail,302,0.9998726468416159,0.9999125639030407,0.9994630301590282
ApiUtils.getOptionalEnumParam,274,0.9166945412373728,0.9252367683318027,0.8559607156195851
XMIDoclet.generateLogicalView,280,0.9258197880074265,0.9426991037729622,0.8480949189341577
GroovyMain.processSockets,318,0.8479871530895182,0.8454295750143275,0.7389951691167924
Json.schema,313,0.9999270813302776,0.9998787364205997,0.9992325361442093
BlockPlacementPolicyHBase.chooseReplicaToDelete,265,0.9478702124989729,0.9386870635361861,0.8556437710759531
Indexes.destroyIndexes,322,0.9095844790963313,0.906163336827028,0.888979039112183
Log.localize,316,0.9042027253949242,0.8900906786768525,0.8390579357151882
OperandStack.remove,327,0.7831588668754873,0.8737118744861523,0.7881285100178088
FactoryDetectPoint.createHarris,301,0.9612968043473077,0.9554595218996732,0.8819128248708183
ConnectLinesGrid.connectTry,339,0.8420439930853366,0.8787654882410351,0.8122810088335409
