func_name,qwen3-4B_ires,doubao-embedding-vision-251215_ires,qwen3-8B_ires
StaticTypeCheckingVisitor.checkOrMarkPrivateAccess,0.837864442,0.847542294,0.844833825
UrlResource.readStr,0.799968501,0.774875265,0.844140341
CacheSimpleConfig.setCacheWriterFactory,0.995252814,0.989602094,0.995227895
VariableScopeVisitor.pushState,0.922653216,0.905622942,0.930435486
GeneralizedLogisticAlternateDistribution.pdf,0.920754749,0.836937559,0.895625856
Security.getProviderProperty,0.783168964,0.742166826,0.832733019
QueueContainer.txnCommitPollBackup,0.854513083,0.840994862,0.887794907
Selector.getSelector,0.932931572,0.8924741,0.941841967
MarkedElement.markupMol,0.999855647,1,0.999901151
SMARTSAtomInvariants.configureDaylightWithRingInfo,0.999924045,0.997494371,0.999889718
SparkEMRClient.createCluster,0.836104522,0.762974315,0.800995656
FactoryMultiView.bundleSparseMetric,0.956260678,0.864053207,0.943660777
MatchOps.makeRef,0.996188745,0.995239915,0.998102453
MutableProgress.setTotal,0.951225766,0.876819873,0.952497274
HttpSessionsPanel.setSessionsTableColumnSizes,0.943528347,0.864016917,0.9595037
XLogPDescriptor.getDoubleBondedNitrogenCount,0.984407474,0.965704979,0.987520996
ClientConfig.addNearCacheConfig,0.958202493,0.889214269,0.927058014
NioGroovyMethods.write,0.909875259,0.805666926,0.900535124
HadoopBlockLocation.stripHostname,0.881058467,0.796522329,0.883591886
CmsContentService.getChangeHandlerScopes,0.896633552,0.798518243,0.905050753
FactoryThresholdBinary.localGaussian,0.949903173,0.92174509,0.960581719
CmsDialogElements.computeElements,0.932710668,0.860753384,0.921252323
CoordSysBuilder.findCoordinateTransforms,0.987835818,0.935724928,0.977435009
ParallelStreamReader.performReads,0.74080732,0.675618295,0.766345842
FileReader.checkFile,0.863336521,0.83466645,0.854748279
SourceStreamTask.triggerCheckpoint,0.932128181,0.840792445,0.917809417
VariableIndex.getRecordAt,0.642151879,0.546789537,0.693698218
AsyncLoggerSet.waitForWriteQuorum,0.922366665,0.904996197,0.896882034
Resolve.notOverriddenIn,0.872563312,0.793539226,0.849291806
LazyValueMap.chopMap,0.834832542,0.791665476,0.886409027
QrCodeUtil.encode,0.883679632,0.820288692,0.837697498
ExampleTemplateMatching.showMatchIntensity,0.947152934,0.854105913,0.957038922
KinesisDataFetcher.registerShardMetrics,0.867546567,0.789267662,0.871252923
Formatter.formatMessage,0.897605932,0.857452469,0.909527231
MDLV3000Reader.readBondBlock,0.916188609,0.874212008,0.916580531
Period.moreThan,0.950274518,0.910283903,0.964373167
SaturationChecker.couldMatchAtomType,0.890128262,0.810965633,0.873650348
SquareGridTools.findIntersection,0.851082564,0.81827592,0.888662581
Config.setCacheEventJournalConfigs,0.999864297,0.99893716,0.999923762
MathUtil.binomialCoefficient,0.913419714,0.861411673,0.891336425
CmsEmbeddedDialogHandler.onSiteOrProjectChange,0.989445397,0.991874875,0.991734865
RingbufferService.getOrCreateContainer,0.867264668,0.833496718,0.882321281
MetadataType.getType,0.96999044,0.950456889,0.976085266
SubWriterHolderWriter.addInheritedSummaryHeader,0.995892693,0.986486272,0.991523244
RawLocalFileSystem.getFileCrc,0.918736,0.840991749,0.921232764
RythmEngine.createEngine,0.961481617,0.896813709,0.953207063
XMLTokener.nextMeta,0.889346424,0.776870439,0.827934129
DefaultGroovyMethods.collect,0.99987718,1,0.99986256
StatementUtil.prepareCall,0.965261523,0.961146122,0.986158871
ErddapString2.toRational,0.815306733,0.764050317,0.845480939
CrossOperatorBase.executeOnCollections,0.974031535,0.962111683,0.964132529
DancingLinks.split,0.973020019,0.905091577,0.963426884
TableFactoryService.discoverFactories,0.920425872,0.793772756,0.931316677
Storage.writeAll,0.725181138,0.727594259,0.764742512
CmsObject.loginUser,0.845871844,0.756648845,0.83365737
UploadFileHeader.getContentType,0.942892209,0.79192038,0.918530903
GasteigerPEPEPartialCharges.assignGasteigerPiPartialCharges,0.835475594,0.702981207,0.835634533
TypeExtractor.createHadoopWritableTypeInfo,0.877380134,0.817935089,0.865992615
URI.indexFirstOf,0.990682175,0.973716485,0.985371771
ExampleLineDetection.detectLines,0.932319533,0.885859596,0.94663268
UserCodeDeploymentService.handleClassNotFoundException,0.854401524,0.819794866,0.800705208
CanonicalLabeler.breakTies,0.841244163,0.693135623,0.856088118
JsonOutput.getIndent,0.962268706,0.918407116,0.956418147
GribResourceReader.getInputStream,0.88338437,0.794580799,0.894871643
ConfusionMatrix.rowSum,0.994039649,0.974509392,0.992709624
SecureASTCustomizer.setReceiversClassesWhiteList,0.999850712,0.99914748,0.999889877
Partition.inSameCell,0.982078915,0.949458019,0.980885441
JavacTaskImpl.doCall,0.755331961,0.715918919,0.770951834
DownloadController.setup,0.811659214,0.783944335,0.854502278
ELKILauncher.main,0.796671418,0.745702608,0.780889197
DefaultJsonGenerator.writeMap,0.946060801,0.922808048,0.950430491
BaseAsymmetric.initKeys,0.833482323,0.813868,0.878841205
ArrayUtils.append,0.904133816,0.824582886,0.876202921
OptionsSpiderPanel.getHandleODataSpecificParameters,0.993785365,0.99271913,0.99700421
QrCodeDecoderBits.applyErrorCorrection,0.898224164,0.811523499,0.879704124
MemoryFileManager.hasLocation,0.995466119,0.989958872,0.983745262
DefaultGroovyMethods.min,0.976128491,0.931457095,0.951450106
JavacMessages.instance,0.945185673,0.970488425,0.969970196
DataSet.squishToRange,0.911611905,0.862894728,0.929160949
StandardGenerator.generateAnnotation,0.884774209,0.795207875,0.87007366
TabbedPanel2.setTitleAt,0.929229231,0.902360355,0.936351864
HttpResponse.writeBody,0.84680682,0.794575795,0.859994783
NetworkBufferPool.destroyAllBufferPools,0.911695106,0.861029711,0.917161461
Packet.setPacketType,0.749661819,0.801415655,0.728944718
JdiInitiator.listenTarget,0.81413717,0.767164255,0.875969901
AvatarNode.getProtocolVersion,0.995196133,0.986342841,0.990260504
CmsSecurityManager.readOwner,0.990281688,0.979523536,0.994917191
File.getAbsolutePath,0.805330294,0.722156413,0.778256552
GHistogramFeatureOps.histogram,0.969861043,0.926287543,0.964455736
JavacParser.enumeratorDeclaration,0.915455112,0.890889541,0.927829817
WorkbenchPanel.setPanelsVisible,0.999927076,0.998730784,0.999898115
RStarTreeKNNQuery.batchNN,0.954027579,0.902172446,0.960252876
JavacParser.basicType,0.767268687,0.763238155,0.803524939
FastCopy.alignDatanodes,0.986718249,0.935514792,0.974206707
Invocation.initInvocationTarget,0.846638044,0.766019692,0.842794622
EnumUtil.getNames,0.999927209,1,0.999904795
AtomValenceDescriptor.calculate,0.919444229,0.911860747,0.90686463
ClusterManager.checkResourceRequestLimit,0.887515362,0.804735767,0.8786029
StaticTypeCheckingSupport.isAssignableTo,0.942840233,0.755645354,0.92619964
ClosureSignatureHint.pickGenericType,0.920855724,0.874595162,0.89226274
ServerView.inputChanged,0.921939496,0.889983241,0.922677647
HttpPrefixFetchFilter.normalisedPort,0.895487404,0.848556403,0.911383147
CmsProperty.isIdentical,0.913945231,0.841553471,0.923965192
ElasticsearchUtils.convertInetSocketAddresses,0.954864567,0.860054308,0.959636992
CanvasSize.clipToMargin,0.933001463,0.872283006,0.925576078
SameSizeKMeansAlgorithm.initializeMeta,0.981223181,0.966814821,0.967806282
ScanProgressDialog.getJScrollPane,0.939950871,0.897535422,0.94208487
ProcessGroovyMethods.consumeProcessErrorStream,0.972375816,0.917329195,0.98278072
JumboCyclicVertexSearch.toArray,0.969204478,0.943347347,0.989212731
GradientSobel_UnrolledOuter.process_F32_sub,0.962089353,0.943256999,0.967111493
GammaDistribution.logpdf,0.976924241,0.946260952,0.9708311
AbstractMapWritable.write,0.867072695,0.817132676,0.879573471
SiteMap.handleEvent,0.825654351,0.840476495,0.893329577
CommonCache.clearAll,0.687454628,0.714224955,0.718782474
Utils.findClass,0.802765902,0.806707161,0.871914191
TimeSeriesUtils.reshapeTimeSeriesMaskToVector,0.94035908,0.89457939,0.937703272
Config.getMapEventJournalConfig,0.999878093,0.998559494,0.99988727
Sql.executeQuery,0.999912653,0.999144368,0.999859383
UPropertyAliases.getPropertyName,0.933612301,0.87717186,0.947434691
FactoryPyramid.discreteGaussian,0.7856246,0.817993951,0.902462935
CmsPropertyAdvanced.buildEditForm,0.810150284,0.77348744,0.850139909
Number.operate,0.995392678,0.975191598,0.990471154
Script.println,0.994965142,0.965977475,0.97773651
Graph.dfs,0.888240302,0.844850436,0.917625176
ExtensionHook.getHttpSenderListeners,0.99986324,0.997426533,1
SourceTreeManager.getSourceTree,0.838957963,0.787289198,0.887017461
ByteVector.getBytes,0.46998208,0.462691943,0.516082596
SubstructureFingerprinter.setSmarts,0.968437524,0.933967537,0.955580835
IdentityTemplateLibrary.encodeCoordinates,0.909283021,0.818130947,0.924543383
FindDialog.getJPanel1,0.994650307,0.989069696,0.995689469
LabelAwareUimaSentenceIterator.currentLabel,0.718237028,0.623277625,0.731298837
Convert.toSBC,0.945264407,0.936004616,0.956610812
DenseFlowPyramidBase.interpolateFlowScale,0.827679066,0.710009654,0.832597384
KeyedStream.validateKeyTypeIsHashable,0.757120001,0.720888529,0.760105733
MandatoryWarningHandler.reportDeferredDiagnostic,0.861502615,0.768267604,0.859651625
TagletManager.initCustomTaglets,0.952359609,0.823714098,0.953125674
ObjectOutputStream.writeClassDesc,0.941741622,0.885243345,0.96456097
JavacParser.annotationValue,0.834500724,0.772533732,0.83964126
MathUtils.xVals,0.955312103,0.893545662,0.960965877
DBOutputFormat.getRecordWriter,0.928696766,0.864416623,0.955586694
Instance.allocateSimpleSlot,0.959366187,0.947362579,0.960345375
ClassPathResource.initUrl,0.805107179,0.703355476,0.759911832
MAMatrix.dot,0.981702273,0.934415395,0.982437776
IntegralImageOps.convolve,0.994829426,0.99630241,0.994266764
CmsHistoryProject.getPublishedByName,0.849057769,0.893658807,0.876760722
CacheUtil.getPrefixedCacheName,0.88569975,0.892714035,0.873349479
MapKeyLoaderUtil.getMaxSizePerNode,0.851550282,0.781425497,0.881300211
AggregateOperationFactory.createResolvedWindow,0.909607406,0.88811872,0.945167119
OrientationHistogramSift.computeHistogram,0.807970877,0.701577679,0.852441082
CassandraOutputFormatBase.open,0.864480486,0.837200685,0.875825217
CmsFileExplorer.onClickNew,0.929557437,0.858256196,0.937696739
Group.addEnumeration,0.839390602,0.788898036,0.881073644
ExpressionUtils.transformBinaryConstantExpression,0.834658952,0.827111417,0.88494507
SegmentSlic.perturbCenter,0.932671969,0.868448131,0.924048735
GeneralPurposeFFT_F32_1D.realForwardFull,0.912944958,0.860366789,0.939260204
CDMNode.unwrap,0.928037088,0.881550331,0.895417632
DSequence.externalize,0.83702027,0.774206666,0.84161139
AddOnInstaller.getFilesSafeForUninstall,0.898450667,0.830119276,0.911469929
Broadcast.add,0.996985939,0.98149945,0.996735572
ConfigValidator.checkAndLogPropertyDeprecated,0.885849481,0.870699389,0.867599741
AntlrParserPlugin.mapExpression,0.858338927,0.737557937,0.881575155
Expression.error,0.981507639,0.95106663,0.981072082
GroovyCollections.subsequences,0.920897523,0.793785971,0.916613376
CmsRemoteShellClient.executeCommand,0.915347495,0.855111936,0.835031686
Config.addEventJournalConfig,0.88157381,0.908884477,0.927950147
NetUtils.getIPv6UrlRepresentation,0.81548504,0.723735753,0.880259204
ExtensionAuthentication.getAuthenticationMethodTypeForIdentifier,0.990929585,0.983890071,0.98845994
Navigation.wantRotate,0.744630867,0.781357857,0.766343872
FPGrowth.run,0.961338354,0.84757992,0.905026736
StatisticsEditsVisitor.visit,0.857943412,0.829809122,0.898929119
MLLibUtil.toClassifierPrediction,0.949126679,0.821386816,0.961453331
ExceptionProxy.checkAndThrowException,0.657292571,0.6706394,0.71245646
CameraPlaneProjection.setIntrinsic,0.90446308,0.795144318,0.828370144
AbstractIndexWriter.addDescription,0.911896992,0.874959102,0.947992774
NormalizedKeySorter.readPointer,0.9082821,0.813015545,0.910395373
URI.removeFragmentIdentifier,0.917666913,0.83993941,0.924719736
DataDescriptorTreeConstructor.replicate,0.805679728,0.698919388,0.775611448
ArrayUtil.setOrAppend,0.899899834,0.849624022,0.942444275
GDiscreteFourierTransformOps.phase,0.998329598,0.995916499,0.998560003
LocalDate.atStartOfDay,0.92087764,0.85746123,0.93374432
UtilLepetitEPnP.jacobian_Control4,0.999923722,1,0.999947397
Calendar.setTimeZone,0.777265943,0.600262309,0.762224854
DefaultConvention.findCoordinateName,0.964658881,0.943700252,0.958262345
View.showSessionDialog,0.90568706,0.910600995,0.913829392
InternalPartitionServiceImpl.updatePartitionsAndFinalizeMigrations,0.864317239,0.774067252,0.873348465
JsonSlurper.parse,0.830247226,0.670385503,0.806770126
BinaryExternalSorter.close,0.819196389,0.825503119,0.808437838
CmsPublishEngine.checkCurrentPublishJobThread,0.933545852,0.865743221,0.912485688
AbstractParamDialog.getBtnOK,0.959887046,0.894644523,0.962508837
LoggingUtil.exception,0.999886844,0.99824268,0.99986617
DisparityToColorPointCloud.configure,0.887866253,0.828757705,0.926042929
CardinalityEstimatorContainer.merge,0.94111491,0.885230836,0.902395287
DeprecatedListWriter.generateDeprecatedListFile,0.859247852,0.810670476,0.883494499
ProcfsBasedProcessTree.getCumulativeCpuTime,0.918109188,0.823948984,0.932102761
DataSet.leftOuterJoin,0.999887193,0.999085363,0.999884008
Extension.encode,0.957838097,0.91249845,0.955696096
AbstractNode.addLeafEntry,0.999899794,0.998406875,0.999868954
QueueContainer.offerBackup,0.999859532,0.998797623,0.999924362
DapSerializer.writeAtomicVariable,0.907017773,0.917472358,0.894646697
BinaryImageOps.clusterToBinary,0.974920872,0.936290089,0.959235561
SearchIterator.previous,0.959473954,0.91918229,0.940889164
RuleBasedTransliterator.safeClone,0.970983579,0.935044154,0.981952185
KeyUtil.getAlgorithmAfterWith,0.954492317,0.832557859,0.949093047
ExecutionJobVertex.connectToPredecessors,0.892548334,0.758060469,0.847578598
HydrogenAtom.matches,0.833515563,0.738531073,0.863564058
FsStateBackend.createCheckpointStorage,0.930847568,0.833834419,0.900467482
VersionCheck.checkVersions,0.848645293,0.761383755,0.830554712
FindDialog.getBtnCancel,0.981912049,0.971936866,0.988388594
JShellTool.printEvalException,0.84606253,0.755707395,0.869133495
CmsXmlGroupContainer.fillResource,0.834418323,0.808386229,0.837636682
JobTracker.getReasonForBlackList,0.894604685,0.836601624,0.917306368
PoissonDistribution.rawProbability,0.926758986,0.92310238,0.940761433
ClassUseWriter.getClassUseHeader,0.968181828,0.93837634,0.954258706
HttpMessage.setResponseBody,0.966847984,0.897712208,0.963936322
AkkaRpcActor.handleCallAsync,0.869937557,0.810437431,0.91130454
BaseLevel2.ger,0.992346148,0.989465342,0.989171508
CmsEntityBackend.createFromNativeWrapper,0.901064853,0.827660813,0.919162174
ClassLoaderUtil.getOrCreate,0.866704923,0.77545724,0.828929736
CmsUploadBean.createListener,0.964641672,0.947704925,0.977011268
QueryOptimizerFactory.newOptimizer,0.890550234,0.847045578,0.927128239
CmsDefaultWorkflowManager.getLabel,0.954616418,0.876218636,0.910544652
ForkJoinPool.tryCompensate,0.788530711,0.713990686,0.818684165
HttpBody.setLength,0.973537555,0.930822993,0.967839275
Util.mixHashCodes,0.897462887,0.89084614,0.914561846
GaliosFieldOps.divide,0.979526254,0.96709817,0.983997926
BackoffIdleStrategy.createBackoffIdleStrategy,0.944091039,0.910592504,0.951593805
MACCSFingerprinter.createPattern,0.916004821,0.851496129,0.905838773
QueryUtil.getSimilarityQuery,0.966435564,0.960469071,0.975907148
RodriguesRotationJacobian_F32.process,0.932926776,0.894897148,0.938493045
ClientConfig.setFlakeIdGeneratorConfigMap,0.997566112,0.993153659,0.997912354
INode.compareTo,0.916717142,0.830707296,0.931211707
CmsVfsDriver.internalReadParentId,0.925580128,0.836090157,0.907760835
OfflineEditsViewer.go,0.84966104,0.758238318,0.772548581
CmsFunctionRenderer.defaultHtml,0.76335517,0.766367356,0.780356924
DifferentialFunction.getValue,0.855676198,0.815912048,0.852107486
BinaryHashTable.spillPartition,0.912986745,0.831409737,0.916240193
SceneStructureMetric.getUnknownCameraParameterCount,0.956250699,0.948704563,0.944201667
ComputationGraph.initGradientsView,0.908334198,0.87655487,0.908491625
MatchingPointConfigPatternMatcher.getMatchingPoint,0.983511801,0.970074496,0.968629053
Validator.validateEmail,0.999872647,0.99946303,0.999912564
ApiUtils.getOptionalEnumParam,0.916694541,0.855960716,0.925236768
XMIDoclet.generateLogicalView,0.925819788,0.848094919,0.942699104
GroovyMain.processSockets,0.847987153,0.738995169,0.845429575
Json.schema,0.999927081,0.999232536,0.999878736
BlockPlacementPolicyHBase.chooseReplicaToDelete,0.947870212,0.855643771,0.938687064
Indexes.destroyIndexes,0.909584479,0.888979039,0.906163337
Log.localize,0.904202725,0.839057936,0.890090679
OperandStack.remove,0.783158867,0.78812851,0.873711874
FactoryDetectPoint.createHarris,0.961296804,0.881912825,0.955459522
ConnectLinesGrid.connectTry,0.842043993,0.812281009,0.878765488
OptionsParamCheckForUpdates.checkOnStart,0.872230529,0.825902596,0.824881688
Journal.refreshCachedData,0.810607479,0.704582238,0.840627286
UtilOpenKinect.bufferRgbToMsU8,0.834943735,0.823568879,0.877761926
CmsContentEditor.initFormPanel,0.853561254,0.806141416,0.862588642
MethodDocImpl.overriddenType,0.893182571,0.852414775,0.906098339
PoiChecker.checkPoiImport,0.906989141,0.808219153,0.765875478
CmsEditProjectDialog.actionCommit,0.863519386,0.805786395,0.862150657
Motion2DPanel.drawFeatures,0.871905868,0.837950786,0.910092126
HistoryReference.setNote,0.965607155,0.916704986,0.960030301
BindHandler.bind0,0.822131582,0.737192749,0.790229722
GeneratorSingleCluster.addTranslation,0.996861565,0.985178391,0.997065681
Runner.execute,0.618593045,0.603341972,0.640429828
UTF16.valueOf,0.941787363,0.918873085,0.936654621
InMemoryInvertedIndex.indexDense,0.992332405,0.989465577,0.984471368
ReUtil.extractMulti,0.913135583,0.876377518,0.923615325
ChemicalFilters.convertStereo,0.946373681,0.886338889,0.94046469
HttpMethodBase.getURI,0.85360696,0.782786289,0.843185196
AssociateSurfBasic.sort,0.970598104,0.852944945,0.944613294
NetworkTopology.getNode,0.998322621,0.992945249,0.998412635
ChemSequence.growChemModelArray,0.991182344,0.957137528,0.974478545
DefaultGroovyMethods.buffered,0.993239633,0.968648557,0.993636195
ItemCounter.set,0.994970489,0.986951456,0.984114519
DebugReaction.setProductCoefficients,0.963372862,0.898108632,0.944685541
FitLinesToContour.sanityCheckCornerOrder,0.805710431,0.792077568,0.862785044
NoFetchingInput.require,0.889902111,0.831488632,0.864617824
KeyPointsCircleRegularGrid.addTangents,0.936226261,0.90190725,0.918090809
HashUtil.MurmurHash3_x86_32,0.686970422,0.578656603,0.755317244
QueryAtomContainer.getBondOrderSum,0.951187747,0.917837645,0.95053182
PDBWriter.writeMolecule,0.907243208,0.830012258,0.919856636
AddOnLoader.checkAndInstallAddOnsNotInstalled,0.915803073,0.760771136,0.854814186
WKTParser.eatReal,0.942608054,0.885626594,0.924469116
RocksDBIncrementalRestoreOperation.restoreInstanceDirectoryFromPath,0.915099984,0.843326966,0.912581465
CmsMessages.keyWithParams,0.897467055,0.702473206,0.81954001
ParquetRecordReader.getCurrentReadPosition,0.804150396,0.79169908,0.816827863
ArrowSerde.addDataForArr,0.667067647,0.591330468,0.725744327
ClusterJoinManager.executeJoinRequest,0.856299959,0.782310353,0.918613536
CPSubsystemConfig.getGroupSize,0.944170657,0.846395271,0.937298397
SquareRegularClustersIntoGrids.checkNumberOfConnections,0.740339296,0.693773085,0.794177254
DatasetUrl.getProtocols,0.894497032,0.722727236,0.878865659
AmbiguityLibrary.init,0.977440316,0.954556062,0.976179377
WriterFactory.createWriter,0.904448425,0.815106861,0.916563752
CounterMap.isEmpty,0.885659902,0.863373826,0.79055142
CmsLockManager.internalSiblingLock,0.954750111,0.876492637,0.947002387
EstimateSceneCalibrated.addTriangulatedStereoFeatures,0.949801567,0.89210597,0.925203409
HadoopJob.getStatus,0.860203017,0.790613955,0.892743273
ZapHeadMethod.readResponseBody,0.93247988,0.895966234,0.939088759
GridGenerator.getCoordinatesFromGridPoint,0.938124908,0.914499046,0.937414115
TransliteratorIDParser.specsToSpecialInverse,0.888998929,0.824934735,0.917122282
ParquetRecordReader.seek,0.879682291,0.813835311,0.85683073
InMemoryCookieStore.addIndex,0.956197769,0.904724995,0.95899583
A_CmsTreeTabDataPreloader.getCommonSite,0.878771614,0.847682364,0.891057295
MigrationManager.sendShutdownOperation,0.821813407,0.815146682,0.843946473
QrCodePreciseDetector.setLensDistortion,0.943453827,0.904294715,0.966512073
HeaderInputStream.read,0.821437243,0.693099092,0.780181024
RaftNodeImpl.registerFuture,0.941118505,0.820211455,0.947517523
HarFileSystem.makeRelative,0.851588153,0.718421013,0.849093282
BlocksMap.addINodeForLoading,0.908817312,0.892575615,0.921063943
ExtensionSpider.getTargetUriOutOfScope,0.909853483,0.804574797,0.878119179
EvaluateSilhouette.evaluateClustering,0.923375373,0.771295371,0.9108111
StructureDiagramGenerator.getRingAtom,0.950707652,0.896382007,0.943783229
LinuxTaskController.initializeJob,0.921444083,0.898510172,0.933455483
DerInputStream.readString,0.994416756,0.966756267,0.990984613
CmsUserInfoDialog.getStatusForItem,0.958273088,0.919618561,0.980751763
SDBaseOps.matchConditionCount,0.999834666,0.998240097,0.999874299
ExtensionHelp.getHelpIcon,0.999825086,0.998182615,0.999886391
TimSort.countRunAndMakeAscending,0.999922091,1,0.999893978
DesktopUtil.browse,0.935794146,0.913765151,0.969450299
FlexibleLOF.computeLOFs,0.906460605,0.869429957,0.931577144
UtilWavelet.borderForwardLower,0.94259184,0.879759054,0.905693276
ClassNode.getField,0.964685739,0.936132402,0.972356305
ClassTree.allSubs,0.896773666,0.820933074,0.862001645
DocTreeMaker.defaultSentenceBreak,0.926995832,0.813369211,0.915850704
HttpUtil.decodeParams,0.972148099,0.965762731,0.983373191
Security.getSpiClass,0.968409366,0.929801602,0.963425531
BaseDistribution.inverseCumulativeProbability,0.903062993,0.817030249,0.914492346
DeltaIteration.parallelism,0.990796731,0.983953626,0.995741992
Selector.getCorrectedReceiver,0.900927288,0.758889265,0.870647097
TaskListenerManager.notifyTaskStart,0.941021898,0.831900575,0.945301682
SpiderParam.setParseRobotsTxt,0.997282137,0.99623751,0.998439812
ExtensionParams.removeSessionToken,1,0.998818066,0.999911179
CDKSubGraphHandler.set,0.999881617,0.999434905,0.99993141
CmsRelationFilter.filterWeak,0.999894075,0.998217896,0.999943022
NFRuleSet.format,0.922784542,0.845707059,0.947240169
AbstractFullProjection.projectScaledToDataSpace,0.995938276,0.995323519,0.998883388
PartitionStateManager.initializePartitionAssignments,0.8794408,0.778186813,0.859909169
CmsSearchControllerFacetRange.addFacetPart,0.894044981,0.831097127,0.890650659
SimpleCamera2Activity.displayDensityAdjusted,0.821197981,0.730824127,0.831879748
SimpleCache.remove,0.999898817,0.998833708,1
KeyUtil.getSecretKeyFactory,0.975121274,0.972602822,0.980553324
CmsBasicDialog.createResourceListPanelDirectly,0.925837426,0.906690763,0.938821725
JavacState.taintPackage,0.906466327,0.780779185,0.832083794
ChessboardCornerClusterFinder.growCluster,0.725966311,0.619078131,0.764390734
HashSlotArrayBase.ensure0,0.874472724,0.79789437,0.917038574
ServerSocket.getSoTimeout,0.987558798,0.971156191,0.984210792
CoronaClient.killSession,0.902143441,0.817502095,0.884690291
MemberGroupConfig.setInterfaces,0.989933078,0.975235892,0.988938922
NestedSerializersSnapshotDelegate.readNestedSerializerSnapshots,0.822429119,0.87874525,0.950645794
CmsAttributeValueView.setCompactMode,0.897596789,0.805558754,0.917861411
ResourceGroovyMethods.append,0.98328905,0.984542463,0.976576908
NioGroovyMethods.append,0.935442837,0.911223859,0.950947629
FSNamesystem.setQuota,0.969171893,0.9364971,0.98069658
CmsMessageBundleEditor.saveAction,0.945334122,0.894339828,0.915681519
