func_name,k0_ires,k1_ires,k2_ires,k3_ires,k4_ires,k5_ires,k6_ires,k7_ires,k8_ires,k9_ires,k10_ires
TimeZone.getRegion,0.827990825,0.828917623,0.821065664,0.811216891,0.835092902,0.83055824,0.827585697,0.831090212,0.817884386,0.83167541,0.830607772
ClientNetworkConfig.addOutboundPortDefinition,0.909710786,0.999912739,0.999914408,0.999924191,0.999912739,1,0.999912739,1,1,1,1
IOUtil.rename,0.842639089,0.841741562,0.842319012,0.850488999,0.865916252,0.844617069,0.842651129,0.850808859,0.861176372,0.857734382,0.85338968
BlockReceiver.receivePacket,0.307173413,0.798139036,0.796017885,0.863070184,0.836230755,0.86714375,0.871540904,0.812143266,0.856342554,0.857211709,0.863727272
BinaryImageOps.labelToClusters,0.91766269,0.919761062,0.916795015,0.92641131,0.916795015,0.916549146,0.913909316,0.919308305,0.91791755,0.919308305,0.920480072
DatasetViewer.showDeclaration,0.685987154,0.677396119,0.737419307,0.64353002,0.78760314,0.763935924,0.790281534,0.767745733,0.778295577,0.796513081,0.906330705
NetcdfFileWriter.deleteGroupAttribute,0.81385993,0.970430851,0.986107707,0.924438727,0.999905825,1.000000119,0.999905825,1.000000119,0.999905825,1.000000119,1.000000119
ValueHolder.addPropertyChangeListener,0.893649514,0.893696129,0.892857552,0.914887192,0.892857552,0.893755376,0.892857552,0.893755376,0.893755376,0.907107234,0.897218764
KeyUtil.generateKeyPair,0.904704091,0.901063025,0.901063025,0.905836361,0.902930915,0.905515015,0.909568131,0.914777279,0.907886505,0.916852117,0.895237744
BytecodeHelper.hasGenerics,0.932470797,0.929004669,0.925658107,0.878923778,0.925658107,0.925821245,0.920081854,0.922664165,0.926284194,0.919862032,0.910918355
AutoBatcher.newId,0.715419924,0.708840072,0.720450103,0.694690023,0.758562744,0.78512758,0.752058983,0.794398427,0.757311165,0.775819242,0.669286847
JavaStubGenerator.generateClass,0.738438744,0.850502253,0.840912342,0.861009935,0.860522926,0.800099373,0.865665019,0.846049726,0.879973054,0.864474297,0.846049726
DistanceStatisticsWithClasses.exactMinMax,0.94795459,0.942252517,0.939768434,0.953320062,0.947004676,0.933889449,0.937656403,0.940344572,0.937752783,0.941425383,0.950586796
JShellTool.snippetCompletion,0.799203042,0.782664895,0.857743621,0.791184446,0.757051229,0.80171442,0.768844366,0.833693624,0.824450076,0.851502419,0.792031825
PackageSummaryBuilder.buildInterfaceSummary,0.869979039,0.935576022,0.950507522,0.952981693,0.94955349,0.893122077,0.967223346,0.956248641,0.940788627,0.963774204,0.910797775
Canon.refine,0.862702185,0.808905602,0.796718299,0.833594506,0.825949609,0.817417383,0.871982336,0.853588283,0.855378389,0.853285789,0.882256985
ParamTaglet.processParamTag,0.932166534,0.941423118,0.952820897,0.900351688,0.960094094,0.919029653,0.877386928,0.887864769,0.891346335,0.895611525,0.957438171
Indexes.matchIndex,0.834739142,0.819212377,0.819212377,0.77588579,0.865481019,0.909121454,0.874929368,0.865631819,0.874929368,0.822419941,0.891352952
ServletUtil.readCookieMap,0.985242716,0.984195948,0.984195948,0.966910415,0.984195948,0.984214425,0.984195948,0.984266222,0.984195948,0.984312177,0.986020923
QuickSelect.swap,0.988426232,0.999914646,0.999917626,0.999922802,0.999942243,0.999917626,0.999942243,0.99993223,0.999915361,0.999914646,0.99991399
ServletUtil.returnString,0.897003584,0.956768453,0.95115155,0.851487211,0.956382394,0.920728981,0.912768245,0.911227286,0.912701607,0.951878428,0.952622712
Infer.instantiateMethod,0.842699915,0.834464073,0.871068656,0.92106009,0.843842626,0.862218559,0.877582967,0.855942488,0.819833994,0.862144887,0.84005934
ClientConfig.getFlakeIdGeneratorConfig,0.855046086,0.982554138,0.988846898,0.984985378,0.982223928,0.982223928,0.982223928,0.982629538,0.988587976,0.982223928,0.988846898
AbstractReplicatedRecordStore.containsKeyAndValue,0.886288255,0.837374032,0.83769691,0.891787999,0.885973632,0.83677119,0.886661112,0.886287928,0.886661112,0.886287928,0.886269271
API.getLongLivedNonce,0.852053238,0.999911368,1,0.999872968,0.999889612,0.999876618,0.999876618,1,1,0.999876618,0.999908626
CmsDriverManager.importAccessControlEntries,0.940626374,0.945156157,0.952701926,0.958222687,0.937295318,0.956639886,0.95478344,0.965388179,0.968567729,0.968148351,0.967948079
EnhanceImageOps.sharpen4,0.721751043,0.999906242,0.99286598,0.993297587,1.000000119,0.99991709,0.999913275,1.000000119,0.99991709,0.99991709,0.99991709
TypeKindVisitor6.visitNoType,0.954093436,0.986429989,0.978628814,0.993232422,0.978631616,0.978469312,0.978252113,0.978252113,0.98401475,0.979151309,0.97825247
AddOn.canLoadInVersion,0.831416165,0.814859807,0.834177136,0.827697155,0.843274713,0.837170541,0.843274713,0.837170541,0.843078375,0.843690753,0.843690753
Assignments.computeSecondCover,0.678472195,0.999869227,0.9999125,0.998025488,0.999903917,0.998486876,0.999903917,0.998486876,0.999903917,0.998486876,0.999903917
CmsStringUtil.joinPaths,0.921472442,0.921261787,0.919597805,0.815380964,0.921261787,0.921016395,0.919597805,0.920927942,0.83439517,0.881813169,0.924105167
TypeCheckingExtension.isStaticMethodCallOnClass,0.950494219,0.965713203,0.911832571,0.926165001,0.972626209,0.972626209,0.995506883,0.972487688,0.904052019,0.972487688,0.904052019
BigDecimal.intValueExact,0.871002691,0.989748597,0.991312981,0.999908332,0.989748597,0.989623785,0.989748597,0.989495635,0.989748597,0.989904284,0.989748597
ImgUtil.getWriter,0.876766646,0.937930763,0.937930763,0.950527188,0.937930763,0.937930763,0.837466896,0.893364727,0.893482506,0.893364727,0.893482506
ProteinPocketFinder.gridToPmesh,0.926353409,0.941796005,0.941796005,0.853057405,0.941796005,0.941796005,0.941796005,0.941812754,0.941796005,0.942559659,0.941796005
GradientActivity.onDrawFrame,0.935849631,0.995988667,0.995988667,0.995988655,0.995988667,0.995988667,0.995988667,0.996240139,0.995988667,0.996240139,0.995988667
EnumUtil.getNameFieldMap,0.840154716,0.996271789,0.996486902,0.996267505,0.995918155,0.996026695,0.995918155,0.995919168,0.995918155,0.995930851,0.995918155
FileUtil.readString,0.943581308,0.931042969,0.940651774,0.9581857,0.958100259,0.958100259,0.958100259,0.957991958,0.939208329,0.958100259,0.978923082
JsonObjectMapperParser.getNext,0.822181654,0.607370317,0.703322589,0.66190191,0.703322589,0.673005044,0.640594542,0.66460675,0.7019611,0.610680878,0.816632688
InvDatasetFeatureCollection.makeCatalogTop,0.750953495,0.807131469,0.824400425,0.83760551,0.86438489,0.860909879,0.860909879,0.854984522,0.903924406,0.903924406,0.863274097
HttpMethodBase.getResponseContentLength,0.931145282,0.936753154,0.932881117,0.888737516,0.965106845,0.96588707,0.979792774,0.915393353,0.980401039,0.980860233,0.981428385
FactoryKernelGaussian.gaussian2D_F32,0.944245137,0.961990297,0.960329294,0.949736023,0.964995086,0.960195482,0.957553685,0.964016914,0.964120805,0.965581059,0.964932919
InternalPartitionServiceImpl.applyNewPartitionTable,0.871479494,0.860477805,0.868718088,0.934208667,0.896576226,0.891877532,0.923797786,0.887214839,0.897050738,0.901826859,0.89678216
StopButton.startProgressMonitorTask,0.80397504,0.844728112,0.848472238,0.835690217,0.869782567,0.888539672,0.841443002,0.816453576,0.789653182,0.856746137,0.884222269
NestedTable.findCoordinateAxis,0.922861932,0.92755121,0.944942772,0.921895055,0.937826097,0.93332988,0.93309021,0.928523004,0.946369469,0.926189005,0.92143029
NameNodeSafeModeInfo.reportStatus,0.775819402,0.908488691,0.904147148,0.835952615,0.902654886,0.878982186,0.90516746,0.882139981,0.87484026,0.913618326,0.883310735
ValidationUtils.validate4NonNegative,0.713087822,0.999928057,0.999928057,0.999913063,0.999928057,0.999928057,0.999928057,0.999926805,0.999928057,0.999918222,0.999928057
ClusterJoinManager.sendJoinRequest,0.785623164,0.899616718,0.889812827,0.894001755,0.912701607,0.889812827,0.889848292,0.896972895,0.903710783,0.896151662,0.905177832
CmsAddDialogTypeHelper.getResourceTypes,0.900423743,0.913793445,0.894027472,0.950015858,0.883524776,0.940923333,0.955482483,0.876880348,0.921098471,0.933190346,0.927697182
SimpleNode.dump,0.938908711,0.939504623,0.938794971,0.931405564,0.939504623,0.938794732,0.939504623,0.940294266,0.940019965,0.939849973,0.939504623
HazelcastServerCachingProvider.getOrCreateByInstanceName,0.973961629,0.932549417,0.932549417,0.990931877,0.932764888,0.990917206,0.932549417,0.932549417,0.932764888,0.932764888,0.932549417
Functionizer.setFunctionCaller,0.839066888,0.820876837,0.801089525,0.800452666,0.842939794,0.819374442,0.859767556,0.802793503,0.853868663,0.852627337,0.837484896
AdminDebugController.showDebugPage,0.754855235,0.782063723,0.772362649,0.765771053,0.782540441,0.766919911,0.744761288,0.744401217,0.787545025,0.838442922,0.840978324
Runner.writeJobDetails,0.911027906,0.744509876,0.878507257,0.88738271,0.927889109,0.771630704,0.885657191,0.883623302,0.788360417,0.885657251,0.812668383
CmsMessages.key,0.892642641,0.948114157,0.917290807,0.947244603,0.914490402,0.859374285,0.942251921,0.92973274,0.891338885,0.891338885,0.883779585
AbstractCaptcha.write,0.833360043,0.946406245,0.946406245,0.904220338,0.916053057,0.867440999,0.9460482,0.946406245,0.915447712,0.915447712,0.917065322
FormatUtil.format,0.888058141,0.85680145,0.883957505,0.886200248,0.895243466,0.908534169,0.927594364,0.92704457,0.929116607,0.929116607,0.918062031
AlphabeticIndex.buildImmutableIndex,0.858005282,0.87293607,0.839261055,0.844573705,0.812137961,0.892264068,0.887257099,0.882845104,0.883046567,0.883046567,0.882845104
ServiceProxy.hasService,0.779306042,0.792219162,0.824430346,0.89066759,0.827687979,0.857099116,0.86342591,0.80988723,0.823620677,0.825301886,0.863730669
AbstractPlainSocketImpl.create,0.816077131,0.878686905,0.889866292,0.83702207,0.886385977,0.889866292,0.889866292,0.889894068,0.889866292,0.890163362,0.886385977
CmsJspTagContentCheck.setIfexistsall,0.813059095,0.996334672,0.909258962,0.908619287,0.910077929,0.909258962,0.999898732,0.909258962,1.000000119,0.910077929,1
PostVersionedIOReadableWritable.read,0.84732188,0.842618704,0.860634327,0.851232079,0.872610211,0.832838178,0.887635112,0.880458117,0.890095115,0.858511209,0.884703636
CalendarDateFormatter.parseISODate,0.850018235,0.990687311,0.990687311,0.931527095,0.990687311,0.990790725,0.990687311,0.990790725,0.991024792,0.990687311,0.990790725
Calendar.computeTime,0.874885662,0.83164829,0.849363625,0.843114442,0.908263445,0.879109323,0.903210938,0.919792771,0.896087229,0.878886819,0.882645369
ResourceGroovyMethods.readBytes,0.868423055,0.946136832,0.870835304,0.946331707,0.945131063,0.936456323,0.958820701,0.946623921,0.958269298,0.946136832,0.946623921
JavacParser.checkExprStat,0.918705241,0.933741331,0.954192758,0.959448833,0.952106357,0.96398294,0.945649028,0.963817477,0.959304571,0.94773984,0.94684428
Row.of,0.9921099,0.999875069,0.999896586,0.99987665,0.999882877,1,0.999896586,1,1,0.999896586,1
MultiViewOps.split3,0.964864672,0.997240722,0.997240722,0.999378272,0.997240722,0.997120678,0.997240722,0.997120678,0.997120678,0.997120678,0.997120678
FileUtil.copyFile,0.895426864,0.842779398,0.888045073,0.885627967,0.876362145,0.867584169,0.914966166,0.861662626,0.859020352,0.855847776,0.851067841
UKMeans.assignToNearestCluster,0.888234536,0.941523015,0.954274535,0.946037039,0.920825362,0.921528697,0.929679155,0.934709668,0.942351282,0.934951782,0.935803056
Partition.addToCell,0.940594686,0.887675047,0.856331587,0.853390511,0.941315591,0.941216707,0.941526413,0.942031324,0.941526413,0.927585363,0.942031384
GeneralPurposeFFT_F32_2D.realForward,0.877054451,0.929747462,0.939601064,0.930277252,0.929757655,0.929757655,0.939551473,0.939601064,0.929757655,0.929751456,0.929747462
RocksDBIncrementalRestoreOperation.createAndRegisterColumnFamilyDescriptors,0.960056821,0.94993645,0.964104652,0.960776333,0.955887139,0.959144115,0.965008199,0.964486778,0.953317046,0.963041425,0.968384266
TimeCategory.getRelativeDaylightSavingsOffset,0.858653462,0.969009876,0.901088119,0.904768665,0.901088119,0.900197625,0.901088119,0.905598402,0.904887438,0.900197625,0.9053334
Cell.containsPoint,0.906389238,0.889274657,0.955102324,0.87226073,0.838586092,0.958426714,0.955102324,0.840096831,0.954043448,0.958426714,0.888369322
GempakParameterTable.makeParameter,0.871729714,0.897124171,0.877658904,0.880614129,0.901547074,0.878504276,0.715489686,0.877098143,0.904711008,0.901443362,0.903254867
AbstractDoclet.startDoclet,0.821855967,0.917705595,0.946754277,0.898528659,0.964649141,0.963311672,0.950155199,0.964231849,0.965137184,0.968375504,0.769714713
SparseShortVector.setDimensionality,0.908058697,0.905229688,0.902035534,0.900527022,0.899255812,0.898891449,0.884187758,0.90288794,0.908010364,0.908025742,0.895956039
NumericSummaryAggregator.combine,0.907934174,0.93123275,0.972161412,0.928756478,0.970366478,0.981155038,0.981155038,0.975767136,0.975699663,0.975699663,0.958184123
Sign.setCertificate,0.907358961,0.894544661,0.912750304,0.898888073,0.898045063,0.926028073,0.934606194,0.930326402,0.93285954,0.928428173,0.942275584
Assert.noNullElements,0.903232882,0.960761726,0.961014152,0.971158987,0.971828163,0.960948586,0.971828163,0.971847415,0.961105704,0.960948586,0.960948586
FactoryBuilderSupport.setNodeAttributes,0.919416859,0.916973531,0.92384541,0.923781912,0.91637814,0.92384541,0.92384541,0.924865901,0.92384541,0.924402356,0.924865901
VdWRadiusDescriptor.calculate,0.937594485,0.931378484,0.951035023,0.916335087,0.981830716,0.895337701,0.898589551,0.876858115,0.899365067,0.899108529,0.988707185
HdfsFileStatus.toFileStatus,0.908578762,1,1,0.999866274,1,0.999846756,1,0.999838591,0.99988544,0.999846756,0.999846756
StructureDiagramGenerator.clearHydrogenCounts,0.993580257,0.993006587,0.993587911,0.982195935,0.993006587,0.993430316,0.993587911,0.939383686,0.93943733,0.993430316,0.993430316
TreeScanner.visitCase,0.963069693,0.999920011,1,0.999890241,1,0.999899626,1,0.999899626,0.999900937,0.999899626,0.999899626
Config.setFlakeIdGeneratorConfigs,0.96190269,0.950332105,0.939932168,0.970808116,0.971138597,0.970991969,0.971163452,0.971138597,0.971138597,0.970991969,0.971138597
Standby.uploadImage,0.717598997,0.863199234,0.874644995,0.911603185,0.882860303,0.885493696,0.890002012,0.896441698,0.829559743,0.872200966,0.920784771
CmsAliasImportResponseTable.getAndRemove,0.948691877,0.636680067,0.637774229,0.635593998,0.63651371,0.637774229,0.999895334,0.962112963,0.999868155,0.999885619,0.962675393
CmsLanguageCopyFolderAndLanguageSelectDialog.initDialogObject,0.76743053,0.885957837,0.885680854,0.887618852,0.885680854,0.885680854,0.868611813,0.88696444,0.887308419,0.886956692,0.887308419
ClusterJspHelper.updateUnknownStatus,0.934626714,0.963773012,0.946318507,0.958329115,0.965628743,0.965683699,0.965614557,0.969371378,0.967995465,0.969660997,0.952979326
CreateSymbols.writeClass,0.793433588,0.817539692,0.801959753,0.845656124,0.823553383,0.818051994,0.886093557,0.861765146,0.896283627,0.907532513,0.862563729
ObjectGraphBuilder.setChildPropertySetter,0.940153143,0.99274987,0.995460868,0.995292988,0.994359016,0.995460868,0.995930552,0.995809674,0.995318174,0.995460868,0.995332122
LogNormalDistribution.logpdf,0.899254377,0.978123903,0.982092321,0.992463391,0.994229913,0.994251668,0.994162977,0.991512835,0.991680264,0.99419415,0.994251668
DecimalFormatSymbols.setPlusSignString,0.964273247,1,0.999901891,0.995489004,0.99671948,0.999901891,0.999901891,0.999885499,0.999901891,0.999901891,1
MaximumDegree.runInternal,0.936195158,0.952600479,0.95191747,0.948055674,0.922806025,0.922350705,0.944248378,0.949459612,0.942101359,0.932290554,0.928940594
KerasModelUtils.copyWeightsToModel,0.93624013,0.93842566,0.950848937,0.941271969,0.952025652,0.954350889,0.943621218,0.95396626,0.953915,0.945329547,0.946299791
WaveletTransformOps.transformN,0.912427455,0.96850425,0.940820038,0.941873403,0.934368312,0.941577375,0.967385948,0.949494243,0.932190955,0.967418551,0.936817229
TabbedPanel2.setShowTabNames,0.968509283,0.81929636,0.928849459,0.937689065,0.810542464,0.934259295,0.933460832,0.941841185,0.982271492,0.864114404,0.934846461
XmlParser.parse,0.790614171,0.826313615,0.769944012,0.807677851,0.809275389,0.826951027,0.809275389,0.804827869,0.804827809,0.809275389,0.804827809
StringUtil.getterIntoProperty,0.919694461,0.932656825,0.936182678,0.924998702,0.935207725,0.936356962,0.939938128,0.923599899,0.931620836,0.939938128,0.938328087
InvDatasetImpl.removeLocalMetadata,0.829986685,0.787705779,0.808553934,0.806685239,0.823480368,0.836138308,0.80909884,0.839983881,0.835225523,0.835119307,0.811630845
Debug.addToMenu,0.823378059,0.839297235,0.83818531,0.810407668,0.83818531,0.837741435,0.835933626,0.83322823,0.837834299,0.832288682,0.831198156
XTreeHeader.writeHeader,0.700137314,0.983273923,0.983273923,0.982827636,0.983176947,0.983273923,0.983176947,0.983176947,0.925935328,0.92555815,0.983040631
Locale.setDefault,0.875962443,0.918721616,0.909505427,0.910500641,0.890511036,0.889035225,0.88978529,0.889869094,0.889035225,0.88978529,0.909958839
Config.setJobTrackerConfigs,0.881413504,0.851177931,0.99990648,1,0.999881566,1,0.99990648,0.999889135,0.999894977,1,1
AtomicAllocator.getHostPointer,0.898155483,0.951029718,0.988781571,0.999866764,0.993114531,0.993358791,0.952814579,0.993114531,0.992795348,0.952956438,0.952956438
SquareRegularClustersIntoGrids.pickNot,0.849033232,0.918650806,0.918678999,0.918241187,0.911095381,0.917662501,0.920293748,0.914374709,0.913323581,0.9071455,0.897251487
AtomContainerSet.removeAllAtomContainers,0.905530995,0.904841661,0.931403518,0.941030647,0.931403518,0.931358755,0.931403518,0.946330786,0.931358755,0.931358755,0.931358755
RaftState.toFollower,0.892481336,0.965423048,0.968769968,0.957532846,0.948784709,0.973423183,0.962229073,0.962104261,0.954737484,0.962229073,0.962229073
FactoryMultiView.bundleDenseProjective,0.877603967,0.975288033,0.975288033,0.976559105,0.980031013,0.975151479,0.971405983,0.982266426,0.981350362,0.972886443,0.981036603
KerasModelUtils.parseModelConfig,0.953357347,0.955990911,0.955101371,0.949306286,0.946592331,0.94617182,0.94617182,0.946592331,0.94617182,0.94617182,0.936836421
X509CertImpl.toImpl,0.984403469,0.985135376,0.985135376,0.96648521,0.985135376,0.985339463,0.985135376,0.98519516,0.985135376,0.966670811,0.985135376
PackageWriterImpl.getPackageHeader,0.78931875,0.776480198,0.948591709,0.901736587,0.81614244,0.872650087,0.863496661,0.837816477,0.864256024,0.757074356,0.817683339
ChemFileManipulator.getBondCount,0.981761791,0.999919713,0.999919713,1,0.999919713,0.999919713,0.776370287,1,0.776370287,1,0.999919713
Enum.valueOf,0.940386974,0.941073596,0.941073596,0.935710483,0.939966142,0.941098094,0.941519201,0.939966142,0.939769983,0.939769983,0.945067465
LocaleIDParser.getKeywordMap,0.833052987,0.819185913,0.747900248,0.842934124,0.787443697,0.827397525,0.780138493,0.821567774,0.759988546,0.820370734,0.788788319
Sinusoidal.latLonToProj,0.900441362,0.937635779,0.878209591,0.919027635,0.919554889,0.912328959,0.926621675,0.915539443,0.914858341,0.917289078,0.920390308
DualInputOperator.accept,0.930446769,0.941217899,0.941217899,0.953350604,0.890078783,0.87345022,0.87345022,0.871420681,0.87345022,0.87345022,0.87345022
FunctionUtils.uncheckedFunction,0.91504975,0.993564188,0.988256097,0.990185864,0.993564188,0.993545532,0.993545532,0.993552208,0.993605971,0.990322828,0.993545532
GridGenerator.gridToGridArray,0.834686647,0.9307217,0.923928976,0.904687445,0.9307217,0.93066144,0.9307217,0.923769534,0.930569589,0.930880904,0.923769534
Util.cleanUnit,0.876999912,0.665544868,0.859661818,0.857120135,0.802312434,0.85510242,0.802312434,0.851837635,0.857423186,0.867571533,0.849046826
EncodedGradientsAccumulator.reset,0.734758956,0.87691021,0.874677122,0.739080373,0.86924541,0.796509802,0.857585549,0.841840327,0.838606954,0.827648461,0.80243057
BaseLoader.delete,0.893390681,0.972715378,0.972715378,0.973305233,0.967906833,0.972974062,0.972974062,0.972715378,0.968304932,0.966632783,0.972974062
ActiveEntity.update,0.610812599,0.938884199,0.919071972,0.902700588,0.83843261,0.866511106,0.858754098,0.943263471,0.942305148,0.817386031,0.817386031
Setting.putAll,0.871948518,0.873743892,0.873743892,0.867771679,0.867429614,0.866979241,0.866979241,0.867429614,0.866979241,0.866979241,0.866979241
TrajectoryObsDatasetImpl.getMetersConversionFactor,0.839662785,0.882879078,0.846376121,0.988025722,0.915473759,0.987985134,0.926409125,0.925757587,0.926833391,0.926833391,0.926409125
DateIntervalFormat.fallbackFormat,0.83073218,0.883758068,0.856419623,0.932273957,0.869753599,0.852275491,0.860607624,0.913096011,0.870130241,0.852275491,0.870047212
HomographyInducedStereoLinePt.setFundamental,0.92137655,0.895588338,0.895588338,0.891694984,0.895588338,0.897770762,0.890878201,0.899152279,0.890878201,0.895313621,0.890878201
AbsSetting.getWithLog,0.777634805,0.933913529,0.838758111,0.934022022,0.933913529,0.838838458,0.933570504,0.933860004,0.933570504,0.933570504,0.933570504
Version.isBetween,0.855563653,0.855608463,0.855608463,0.865688536,0.855608463,0.855185986,0.858849823,0.855608463,0.859243929,0.815393329,0.855185986
AbstractFontManager.increaseFontSize,0.754040825,1,1,0.999914379,1,0.999931753,0.892082751,0.891414106,0.892082751,0.892082751,0.892082751
PrettyMarkers.plotGray,0.847480612,0.951332569,1,0.999906826,0.996148646,0.999918401,0.999918401,0.999892056,0.999903679,0.999918401,0.999918401
MigrationManager.scheduleActiveMigrationFinalization,0.834442667,0.903555989,0.937855601,0.858998163,0.908548653,0.947660506,0.913232863,0.950140059,0.909636199,0.903531015,0.877727985
XMeans.splitCentroid,0.852893706,0.87573278,0.855445385,0.898564554,0.867181778,0.867379785,0.855921745,0.837135911,0.868998706,0.85874635,0.902789712
SecondsBasedEntryTaskScheduler.cancelAndCleanUpIfEmpty,0.814441127,0.936742425,0.938499212,0.936177214,0.972402692,0.939166188,0.961837888,0.966159821,0.966420472,0.962519944,0.930784464
EnumConstantWriterImpl.getNavSummaryLink,0.917092253,0.998860061,0.998860061,0.994672419,0.998754621,0.998759866,0.998759866,0.998848677,0.998759866,0.998759866,0.998759866
CmsSecurityManager.unlockResource,0.927595645,0.984849393,0.988372982,0.995741616,0.988284945,0.985118151,0.985118151,0.985091746,0.985062897,0.983239591,0.985118151
GempakSoundingIOSP.makeSequence,0.767111737,0.96433562,0.958185077,0.969188462,0.95952481,0.960579276,0.94708544,0.960100532,0.94348824,0.948447347,0.959653318
DeviceLocal.clear,0.793494147,0.912392735,0.90261364,0.926714509,0.992546916,0.992586195,0.992546916,0.999906063,1,0.999906063,1
AWIPSsatConvention.getAxisType,0.922117632,0.956166863,0.956814528,0.956505868,0.961924136,0.942599773,0.946663976,0.941033602,0.952595234,0.937703609,0.941126704
ReduceContext.nextKeyValue,0.905471587,0.911468506,0.919567406,0.898488678,0.858454227,0.920140028,0.912584186,0.911286175,0.926519454,0.914557576,0.885290384
ValueCollectionFactory.emptyCollection,0.887388703,0.88768363,0.88768363,0.887625379,0.88768363,0.933292508,0.997251034,0.932791173,0.895765662,0.895936728,0.895765662
LinkedList.removeLast,1,1,0.999906003,0.999815483,0.999906003,0.999906003,0.999877691,1,0.999906003,0.999906003,0.999906003
WideningCategories.parameterizeLowestUpperBound,0.904965101,0.941933513,0.953383088,0.924676106,0.942056179,0.943626881,0.936552286,0.932851017,0.917847157,0.913714767,0.921241641
HttpSessionsTableModel.getHttpSessionAt,0.995236376,0.995310009,0.983967781,0.984621395,0.995310009,0.995310009,0.995310009,0.995136023,0.995310009,0.995136023,0.995310009
PrettyMarkers.plotMarker,0.789411389,0.717673302,0.826120377,0.80777293,0.757314086,0.855235815,0.846006632,0.857818484,0.858619988,0.822947621,0.822919071
HashUtil.intHash,0.967069178,0.977561176,0.990721166,0.876457846,0.990721166,0.963220537,0.963902712,0.963990033,0.967390001,0.999920011,0.963902712
PythonStreamer.close,0.914943045,0.921502411,0.935391188,0.85758837,0.936116874,0.895751715,0.802969038,0.937745214,0.812530339,0.894717574,0.804945827
ThreddsDataFactory.findAccessByDataFormatType,0.96522139,0.995426476,0.981416583,0.981104123,0.981141865,0.981271386,0.981141865,0.981014848,0.98096627,0.981271386,0.981271386
MapTaskStatus.getMapRecordProcessingRate,0.877575333,0.95767796,0.957547307,0.958058517,0.957290828,0.957290828,0.957290828,0.957547307,0.957547307,0.95725739,0.957547307
FilterExprWalker.acceptNode,0.761490379,0.885941267,0.899250627,0.892649032,0.874842882,0.836311162,0.899309814,0.836378217,0.825331569,0.82486546,0.833983481
Nc4DSP.find,0.771473879,0.88945204,0.857520223,0.923064172,0.940210104,0.936631918,0.906289876,0.905511022,0.937766075,0.937838018,0.937946558
QuadTree.computeNonEdgeForces,0.887939421,0.958168626,0.952837348,0.982858193,0.965982676,0.964894891,0.964753687,0.961309254,0.959431708,0.961356878,0.962223291
CmsSearchIndex.appendCategoryFilter,0.8408349,0.997641087,0.995961905,0.998962505,0.995916843,0.995916843,0.995961905,0.995961905,0.995904028,0.998280585,0.998285711
SerializationUtils.toByteArray,0.958742667,0.985922039,0.990823746,0.949924607,0.986883402,0.986771643,0.986715615,0.962571025,0.935418963,0.935317874,0.935418963
AddOn.isAddOn,0.846463843,0.821128249,0.862715006,0.74866743,0.810566664,0.827072561,0.858566105,0.888048947,0.89910841,0.855342448,0.873561144
JavacParser.packageName,0.899866969,0.905873716,0.862757683,0.913765879,0.907580495,0.904402256,0.911621273,0.715225279,0.906494439,0.915869534,0.912643254
GroovydocManager.handle,0.849604905,0.942162633,0.964319468,0.977909855,0.966567576,0.966623306,0.969804406,0.96657753,0.964221954,0.966748536,0.964614391
HttpMethodBase.getCookieSpec,0.844278771,0.855803013,0.871415973,0.853264997,0.871415973,0.876047611,0.871415973,0.872987807,0.878739119,0.851253629,0.875614941
OrPredicate.setPredicates,0.899748221,0.900122404,0.941733241,0.898063826,0.903014064,0.903622091,0.903014064,0.903622091,0.902366817,0.903622091,0.903622091
CmsSearchIndex.isInTimeRange,0.918979545,0.915621817,0.933421552,0.934128086,0.916064322,0.927363455,0.933255613,0.932773054,0.932773054,0.927363455,0.930622697
DefaultGroovyMethods.join,0.951608505,0.964809954,0.967806816,0.929601432,0.967433929,0.96814537,0.967806816,0.96814537,0.967546403,0.96814537,0.96814537
McIDASLookup.getLevelUnit,0.807410856,0.762725353,0.891475976,0.93664324,0.962093592,0.964123309,0.962093592,0.899950266,0.943457425,0.943374515,0.943374515
DatanodeBlockInfo.detachFile,0.817519184,0.813773811,0.892722785,0.885586161,0.814004421,0.814004362,0.770557046,0.911358595,0.909228444,0.789336264,0.809928596
QueryAtomContainer.getConnectedSingleElectronsList,0.884440678,0.868981481,0.868981481,0.86932459,0.868903041,0.869666457,0.869666457,0.869666457,0.869666457,0.868981481,0.868981481
FSInputStream.readFullyScatterGather,0.969452862,0.973088801,0.973141789,0.96531925,0.965833127,0.963257432,0.723415792,0.75308454,0.975045443,0.965833127,0.712015212
SuperstepBarrier.onEvent,0.899289373,0.870236099,0.873541355,0.836578042,0.896988511,0.881369412,0.807056546,0.859615088,0.849234521,0.859256804,0.824576735
BindPath.updatePath,0.841615961,0.954140306,0.945953727,0.924187821,0.962777615,0.923854291,0.931595683,0.925861597,0.950887382,0.94556284,0.958318591
AbstractCompletableFuture.get,0.822858348,0.823454201,0.827140331,0.809723276,0.850510359,0.838171005,0.815140009,0.865913868,0.876231611,0.842980444,0.848443627
UsersListModel.setSelectedInternalItem,0.938562466,0.95251143,0.936942339,0.908915461,0.941567421,0.941567421,0.941567421,0.941567421,0.930317998,0.941567421,0.941554248
